Date, Prices, Generation forecast, System load forecast,
2012/2/21 13:00,53.49,76019,80000,43.25
2012/2/21 14:00,63.85,74907,77300,43.79
2012/2/21 15:00,56.19,72917,75000,44.312
2012/2/21 16:00,47,72024,73500,43.862
2012/2/21 17:00,51.5,71922,73500,43.052
2012/2/21 18:00,73.86,77467,76200,41.72
2012/2/21 19:00,75.8,80706,84100,39.92
2012/2/21 20:00,61.2,77521,81400,39.38
2012/2/21 21:00,46.26,73930,76900,39.506
2012/2/21 22:00,55.61,72444,73000,40.028
2012/2/21 23:00,49.7,72539,76800,40.604
2012/2/22 0:00,44,71201,74000,40.19
2012/2/22 1:00,47.34,69249,69800,40.244
2012/2/22 2:00,44,68561,72600,40.298
2012/2/22 3:00,37.44,66391,69900,39.65
2012/2/22 4:00,43.16,65981,67700,38.66
2012/2/22 5:00,45.23,68053,67800,39.146
2012/2/22 6:00,58.27,72609,72500,37.724
2012/2/22 7:00,55.06,76930,78100,36.356
2012/2/22 8:00,57.91,79538,80100,36.968
2012/2/22 9:00,53.07,80651,81700,39.992
2012/2/22 10:00,56.5,79914,81100,42.584
2012/2/22 11:00,66.31,78341,79700,44.618
2012/2/22 12:00,59.7,77450,79200,45.77
2012/2/22 13:00,53.26,75580,78100,46.454
2012/2/22 14:00,46.62,74043,75100,46.058
2012/2/22 15:00,46.35,71635,73000,45.392
2012/2/22 16:00,45.33,70822,71600,45.23
2012/2/22 17:00,52.91,71862,71400,44.474
2012/2/22 18:00,55.1,76821,74200,43.79
2012/2/22 19:00,50.94,80759,82200,43.538
2012/2/22 20:00,59.93,78141,79400,43.61
2012/2/22 21:00,44.76,73539,75000,43.016
2012/2/22 22:00,50.2,72117,71300,42.476
2012/2/22 23:00,50.2,72787,74600,43.142
2012/2/23 0:00,59.48,71061,72500,42.494
2012/2/23 1:00,47.5,68973,68300,41.324
2012/2/23 2:00,34.94,67809,71000,41.936
2012/2/23 3:00,32.43,65207,68300,41.81
2012/2/23 4:00,32.43,64150,65900,41.828
2012/2/23 5:00,46.22,66102,66100,42.44
2012/2/23 6:00,61.19,71101,69800,42.98
2012/2/23 7:00,89.99,75634,76500,43.214
2012/2/23 8:00,49.9,76756,78800,43.754
2012/2/23 9:00,100.05,77516,79400,44.42
2012/2/23 10:00,85.65,76955,78900,44.96
2012/2/23 11:00,83.43,75941,78100,45.824
2012/2/23 12:00,55.97,76048,77800,46.94
2012/2/23 13:00,68.72,74827,76900,47.876
2012/2/23 14:00,68.87,73760,74100,48.542
2012/2/23 15:00,61.34,71555,71300,48.902
2012/2/23 16:00,49.1,70270,69800,49.514
2012/2/23 17:00,52.88,70076,69000,50.18
2012/2/23 18:00,72.21,74661,71400,50.162
2012/2/23 19:00,57.97,77358,78900,50.216
2012/2/23 20:00,45.12,74974,75700,50.504
2012/2/23 21:00,48.1,70762,71500,49.91
2012/2/23 22:00,62.51,69119,67900,49.118
2012/2/23 23:00,61.18,68673,71000,48.47
2012/2/24 0:00,53.19,66144,68400,48.092
2012/2/24 1:00,52.02,64161,64000,48.236
2012/2/24 2:00,44.36,63272,65800,48.38
2012/2/24 3:00,42.41,61331,62900,48.218
2012/2/24 4:00,41.45,60593,60500,47.858
2012/2/24 5:00,47.01,61947,61200,47.354
2012/2/24 6:00,52.4,65924,64600,46.85
2012/2/24 7:00,48.5,71798,71800,46.634
2012/2/24 8:00,52.81,73386,74700,46.616
2012/2/24 9:00,67.68,74718,75100,46.832
2012/2/24 10:00,66.06,74672,74900,47.138
2012/2/24 11:00,64,73719,74100,46.796
2012/2/24 12:00,63.7,74325,73800,46.85
2012/2/24 13:00,61.18,73000,73400,47.246
2012/2/24 14:00,53.86,71645,70100,47.84
2012/2/24 15:00,47.88,69227,67000,49.208
2012/2/24 16:00,49.95,67920,65100,51.422
2012/2/24 17:00,55.13,68834,64400,51.206
2012/2/24 18:00,66.33,72846,66800,50.378
2012/2/24 19:00,71.98,76719,73800,49.802
2012/2/24 20:00,61.78,72801,71200,48.866
2012/2/24 21:00,49.94,68704,67600,48.164
2012/2/24 22:00,51,66884,64700,47.606
2012/2/24 23:00,50.02,67814,68300,47.12
2012/2/25 0:00,61.19,67245,65800,46.67
2012/2/25 1:00,61.2,64677,61400,46.472
2012/2/25 2:00,53.19,63174,61400,46.454
2012/2/25 3:00,38.54,60664,58200,46.364
2012/2/25 4:00,35.49,59609,55500,46.292
2012/2/25 5:00,40.37,58355,55000,46.058
2012/2/25 6:00,45,60286,56000,45.608
2012/2/25 7:00,44.08,61920,58000,43.412
2012/2/25 8:00,50.4,64105,59100,43.502
2012/2/25 9:00,56.13,66380,62200,45.014
2012/2/25 10:00,61.19,67739,64100,45.59
2012/2/25 11:00,59,68090,63900,47.606
2012/2/25 12:00,58.24,68063,64300,49.028
2012/2/25 13:00,50.36,66259,65700,49.352
2012/2/25 14:00,47.14,64458,61500,49.208
2012/2/25 15:00,42.44,62440,58800,49.46
2012/2/25 16:00,41.99,62088,56600,48.218
2012/2/25 17:00,45,62867,56200,46.526
2012/2/25 18:00,59.73,67927,59000,44.258
2012/2/25 19:00,66.01,71587,66300,43.178
2012/2/25 20:00,56.34,69320,65200,42.944
2012/2/25 21:00,49.93,65677,62300,42.602
2012/2/25 22:00,57.74,65373,60400,42.044
2012/2/25 23:00,59.62,66622,64800,41.342
2012/2/26 0:00,55.77,67541,62500,41.666
2012/2/26 1:00,51.13,63672,58500,41.684
2012/2/26 2:00,46.61,61424,58600,41.54
2012/2/26 3:00,40.95,59743,55100,39.758
2012/2/26 4:00,35.63,57859,52200,37.616
2012/2/26 5:00,32.97,57209,51000,36.338
2012/2/26 6:00,35.36,57031,51200,35.438
2012/2/26 7:00,35,57890,51300,35.618
2012/2/26 8:00,38.74,58219,50900,36.662
2012/2/26 9:00,44.09,60374,54200,37.688
2012/2/26 10:00,46.17,62528,57100,38.804
2012/2/26 11:00,50.35,63790,58600,39.938
2012/2/26 12:00,52.45,63946,59800,41.702
2012/2/26 13:00,46.68,63289,61700,43.196
2012/2/26 14:00,43.28,61030,56400,44.186
2012/2/26 15:00,40.22,59279,53100,44.528
2012/2/26 16:00,38.2,59414,51100,44.636
2012/2/26 17:00,43.14,60234,51000,44.618
2012/2/26 18:00,55,64428,54500,44.042
2012/2/26 19:00,66.78,69417,63900,43.754
2012/2/26 20:00,61.82,69550,65000,42.728
2012/2/26 21:00,55.14,66502,62800,40.316
2012/2/26 22:00,66.01,65845,60500,38.57
2012/2/26 23:00,60.98,66556,64300,36.968
2012/2/27 0:00,41.55,62972,62600,36.284
2012/2/27 1:00,37.55,60475,59000,35.564
2012/2/27 2:00,36.56,58958,59700,35.708
2012/2/27 3:00,33.88,57672,57000,35.06
2012/2/27 4:00,33.55,58065,55100,35.06
2012/2/27 5:00,35.29,59153,55900,35.834
2012/2/27 6:00,43.92,64336,60400,36.068
2012/2/27 7:00,58.1,70811,68000,35.798
2012/2/27 8:00,59.72,72330,70500,37.04
2012/2/27 9:00,60.95,73803,72000,40.01
2012/2/27 10:00,59.01,73581,72300,43.106
2012/2/27 11:00,58.06,72943,71900,45.896
2012/2/27 12:00,59.5,72706,72200,47.12
2012/2/27 13:00,58.01,71717,72300,47.408
2012/2/27 14:00,53.2,70871,69600,47.462
2012/2/27 15:00,47.35,68748,67000,46.976
2012/2/27 16:00,45.58,68047,65200,46.598
2012/2/27 17:00,51.69,68680,64700,45.824
2012/2/27 18:00,65.02,72230,66700,45.356
2012/2/27 19:00,79.25,77042,75100,45.104
2012/2/27 20:00,66.03,74383,73100,44.978
2012/2/27 21:00,50.07,69427,69000,44.996
2012/2/27 22:00,54.8,68005,65400,44.996
2012/2/27 23:00,49.53,68644,69000,44.978
2012/2/28 0:00,45.03,67386,66800,44.978
2012/2/28 1:00,45.55,64675,61800,45.068
2012/2/28 2:00,41.94,63642,62900,45.14
2012/2/28 3:00,35.9,61992,59700,45.14
2012/2/28 4:00,35.92,61722,57700,45.104
2012/2/28 5:00,42.16,62925,58000,45.212
2012/2/28 6:00,50,68311,62300,45.266
2012/2/28 7:00,57.52,71896,69800,45.284
2012/2/28 8:00,61.19,73624,72100,45.464
2012/2/28 9:00,61.19,74483,72400,45.77
2012/2/28 10:00,60.56,74362,72000,46.112
2012/2/28 11:00,61.19,73932,70800,46.4
2012/2/28 12:00,60.03,73197,71100,46.778
2012/2/28 13:00,57.07,72081,70900,47.408
2012/2/28 14:00,54.69,71490,68400,47.786
2012/2/28 15:00,48.67,69780,66200,48.146
2012/2/28 16:00,46.64,68975,64400,48.398
2012/2/28 17:00,53.19,69146,63800,48.668
2012/2/28 18:00,60.27,72839,65800,48.812
2012/2/28 19:00,66.35,78086,73700,48.758
2012/2/28 20:00,60.58,75349,71600,48.686
2012/2/28 21:00,50.6,70052,67200,48.65
2012/2/28 22:00,53.2,68398,63700,48.596
2012/2/28 23:00,50.53,68468,67400,48.506
2012/2/29 0:00,47.19,67720,65700,48.416
2012/2/29 1:00,44.26,64525,61300,48.254
2012/2/29 2:00,40.63,62429,62100,48.02
2012/2/29 3:00,36.37,60758,59300,47.804
2012/2/29 4:00,34.15,60672,57100,47.606
2012/2/29 5:00,37.98,61960,57500,47.354
2012/2/29 6:00,46.91,65959,61600,47.084
2012/2/29 7:00,58.41,71836,68200,46.778
2012/2/29 8:00,61.54,74396,70500,46.346
2012/2/29 9:00,62.73,76459,71900,46.472
2012/2/29 10:00,60.44,75506,71500,46.472
2012/2/29 11:00,59.78,74936,70200,46.346
2012/2/29 12:00,57.97,73800,70400,46.454
2012/2/29 13:00,54.08,72184,69900,46.526
2012/2/29 14:00,51.97,71198,66900,46.598
2012/2/29 15:00,48.78,69716,64100,47.156
2012/2/29 16:00,46.5,69117,62400,47.66
2012/2/29 17:00,52.44,69235,61600,47.444
2012/2/29 18:00,64.57,73112,63800,47.066
2012/2/29 19:00,68.24,77874,71800,46.742
2012/2/29 20:00,54.54,73718,69800,46.508
2012/2/29 21:00,50.36,69293,65800,46.22
2012/2/29 22:00,51.94,67411,62400,45.734
2012/2/29 23:00,49.16,67404,65800,45.266
2012/3/1 0:00,42.21,63762,63800,45.032
2012/3/1 1:00,40.86,60621,59600,44.528
2012/3/1 2:00,35.85,60440,60400,44.024
2012/3/1 3:00,30.93,60043,57700,43.79
2012/3/1 4:00,35.09,58218,55600,43.52
2012/3/1 5:00,39.96,59381,56100,43.214
2012/3/1 6:00,49.01,64693,59900,42.944
2012/3/1 7:00,56.93,70012,66800,43.124
2012/3/1 8:00,62.4,73337,69000,43.502
2012/3/1 9:00,62.01,73595,69400,43.7
2012/3/1 10:00,60.89,72293,69100,43.952
2012/3/1 11:00,58.58,71400,68300,44.852
2012/3/1 12:00,58.77,70678,68600,45.698
2012/3/1 13:00,55.55,69610,68000,46.364
2012/3/1 14:00,50.79,68913,65100,46.814
2012/3/1 15:00,47.28,67677,62500,47.606
2012/3/1 16:00,48.85,67387,60600,47.57
2012/3/1 17:00,51.07,67723,59900,47.264
2012/3/1 18:00,59.93,70493,62200,46.598
2012/3/1 19:00,64.72,75331,70000,45.932
2012/3/1 20:00,56.52,71579,68300,45.572
2012/3/1 21:00,47.88,67820,64100,45.302
2012/3/1 22:00,50.73,65312,60900,45.374
2012/3/1 23:00,49.81,65645,64400,45.068
2012/3/2 0:00,48.2,64587,59900,44.492
2012/3/2 1:00,44,61172,55700,44.06
2012/3/2 2:00,38.9,60581,55300,43.988
2012/3/2 3:00,35.6,60037,52000,43.61
2012/3/2 4:00,37.32,59118,49600,43.646
2012/3/2 5:00,42.11,59826,49200,43.412
2012/3/2 6:00,52.77,64479,50600,43.16
2012/3/2 7:00,60.23,69894,52100,43.088
2012/3/2 8:00,60.21,72240,53200,43.07
2012/3/2 9:00,60.45,73085,56100,43.232
2012/3/2 10:00,61.28,72804,57400,43.916
2012/3/2 11:00,59.9,72034,56700,44.528
2012/3/2 12:00,57.76,70848,56900,45.5
2012/3/2 13:00,53.43,69590,58200,46.382
2012/3/2 14:00,47.43,68182,53900,47.138
2012/3/2 15:00,43.68,65957,51600,47.156
2012/3/2 16:00,44.67,65541,49900,47.156
2012/3/2 17:00,51.95,66112,49500,47.066
2012/3/2 18:00,60.48,69325,52300,46.778
2012/3/2 19:00,61.18,72858,59900,46.508
2012/3/2 20:00,53.52,69366,59200,46.508
2012/3/2 21:00,49.36,66258,56000,46.526
2012/3/2 22:00,53.84,64665,54100,46.76
2012/3/2 23:00,56.56,65135,58500,46.958
2012/3/3 0:00,54.48,65565,59900,46.922
2012/3/3 1:00,48.18,62006,55700,47.516
2012/3/3 2:00,42.91,59965,55300,47.804
2012/3/3 3:00,37.62,58048,52000,48.038
2012/3/3 4:00,34.29,57905,49600,48.02
2012/3/3 5:00,34.21,57615,49200,47.948
2012/3/3 6:00,38.19,58168,50600,47.912
2012/3/3 7:00,41.74,60680,52100,48.002
2012/3/3 8:00,44.97,61807,53200,48.074
2012/3/3 9:00,49.6,63848,56100,48.326
2012/3/3 10:00,50.85,65145,57400,49.262
2012/3/3 11:00,48.56,64992,56700,51.296
2012/3/3 12:00,49.96,65266,56900,53.24
2012/3/3 13:00,44.28,63738,58200,53.942
2012/3/3 14:00,39.94,61389,53900,53.726
2012/3/3 15:00,35.92,58784,51600,53.492
2012/3/3 16:00,37.99,59176,49900,51.35
2012/3/3 17:00,44.17,61511,49500,50.738
2012/3/3 18:00,57.19,65300,52300,50.792
2012/3/3 19:00,63.43,69234,59900,50.9
2012/3/3 20:00,54.13,66617,59200,50.45
2012/3/3 21:00,43.97,63035,56000,49.658
2012/3/3 22:00,48.63,62528,54100,48.812
2012/3/3 23:00,52.92,64200,58500,47.498
2012/3/4 0:00,45,63409,57900,45.878
2012/3/4 1:00,40.47,60454,54700,45.086
2012/3/4 2:00,37.44,58469,54400,44.258
2012/3/4 3:00,31.99,55426,51000,43.988
2012/3/4 4:00,30.07,54854,48600,43.88
2012/3/4 5:00,31.06,53757,47500,44.276
2012/3/4 6:00,30.18,54706,47900,43.916
2012/3/4 7:00,30.29,56354,48100,43.502
2012/3/4 8:00,33.95,56340,47800,43.934
2012/3/4 9:00,40.92,58731,51400,46.328
2012/3/4 10:00,41.78,60361,53800,48.164
2012/3/4 11:00,43.24,61898,54800,49.55
2012/3/4 12:00,42.92,62257,55500,50.252
2012/3/4 13:00,36.2,61660,57600,49.1
2012/3/4 14:00,34.93,59825,52100,49.136
2012/3/4 15:00,34.63,59067,49300,49.118
2012/3/4 16:00,34.63,58853,48000,48.578
2012/3/4 17:00,39.14,60068,48300,48.344
2012/3/4 18:00,51.5,64929,51300,48.038
2012/3/4 19:00,57.7,68546,60000,47.642
2012/3/4 20:00,53.2,67813,61000,47.21
2012/3/4 21:00,41.5,65375,58200,46.868
2012/3/4 22:00,44.78,64262,55800,46.49
2012/3/4 23:00,42.48,64433,59500,45.806
2012/3/5 0:00,34.41,62286,58400,42.278
2012/3/5 1:00,30,59133,55200,39.056
2012/3/5 2:00,29,58447,55700,37.688
2012/3/5 3:00,26.64,59217,53000,37.04
2012/3/5 4:00,24.68,59798,51500,36.896
2012/3/5 5:00,27.01,61382,52600,36.644
2012/3/5 6:00,35.61,66058,57000,35.348
2012/3/5 7:00,45,70810,64300,34.412
2012/3/5 8:00,51.65,73341,67200,33.8
2012/3/5 9:00,59.08,75515,69300,32.81
2012/3/5 10:00,57.44,76159,69800,32.702
2012/3/5 11:00,58.08,75935,69700,33.008
2012/3/5 12:00,58.33,75714,70300,33.62
2012/3/5 13:00,55,75533,71100,33.998
2012/3/5 14:00,53.77,75200,68800,34.466
2012/3/5 15:00,51.3,73741,66800,34.718
2012/3/5 16:00,46.42,72818,65400,35.024
2012/3/5 17:00,52.05,73472,65000,35.132
2012/3/5 18:00,69.86,75613,66500,34.844
2012/3/5 19:00,85.79,79959,74300,34.394
2012/3/5 20:00,76,77376,72800,34.664
2012/3/5 21:00,53.11,73392,68600,35.582
2012/3/5 22:00,53.28,72141,64900,36.068
2012/3/5 23:00,51.25,71960,68300,36.212
2012/3/6 0:00,47,69499,66700,36.338
2012/3/6 1:00,42.2,65883,62100,36.266
2012/3/6 2:00,41.01,64805,63100,36.176
2012/3/6 3:00,37.06,63147,60000,36.14
2012/3/6 4:00,37.6,62853,58300,36.158
2012/3/6 5:00,42.14,64068,58900,36.41
2012/3/6 6:00,50.37,68811,62900,36.698
2012/3/6 7:00,65.37,73493,69200,36.824
2012/3/6 8:00,64.3,74794,71300,37.328
2012/3/6 9:00,63.01,75624,72400,38.732
2012/3/6 10:00,60.89,75149,72400,40.73
2012/3/6 11:00,61.09,74855,72000,41.81
2012/3/6 12:00,59.11,73800,72400,42.62
2012/3/6 13:00,58.22,72695,72400,43.448
2012/3/6 14:00,51.26,71765,69800,43.898
2012/3/6 15:00,50.51,70189,67700,43.61
2012/3/6 16:00,49.37,69711,66100,44.132
2012/3/6 17:00,53.09,69772,65700,43.7
2012/3/6 18:00,66.26,72689,67500,40.658
2012/3/6 19:00,85.11,77272,75000,38.084
2012/3/6 20:00,63.54,75231,73900,36.428
2012/3/6 21:00,60,71868,69400,35.042
2012/3/6 22:00,64.08,70527,65800,33.98
2012/3/6 23:00,52.66,70603,69200,33.512
2012/3/7 0:00,48.63,69717,67700,33.332
2012/3/7 1:00,47.4,67027,64100,33.224
2012/3/7 2:00,41.4,65812,64900,34.124
2012/3/7 3:00,38,63461,62200,34.232
2012/3/7 4:00,37.56,62799,60200,34.664
2012/3/7 5:00,41.94,64978,60800,34.628
2012/3/7 6:00,49.7,69374,64800,35.168
2012/3/7 7:00,58.54,73915,70000,35.852
2012/3/7 8:00,64.1,75755,71700,37.058
2012/3/7 9:00,62.18,76344,73300,38.624
2012/3/7 10:00,63.2,75962,73200,40.082
2012/3/7 11:00,58.1,75236,72400,40.874
2012/3/7 12:00,58.21,75262,72400,41.234
2012/3/7 13:00,53.19,73494,72300,41.864
2012/3/7 14:00,47.8,73178,69700,42.152
2012/3/7 15:00,43.77,71565,67800,40.856
2012/3/7 16:00,41.78,70501,66400,39.884
2012/3/7 17:00,44.53,71747,65500,39.596
2012/3/7 18:00,55.65,74100,66800,39.92
2012/3/7 19:00,68.04,78708,73800,40.964
2012/3/7 20:00,61.2,76939,72300,42.386
2012/3/7 21:00,46.75,72542,68300,42.656
2012/3/7 22:00,50.38,71632,64600,42.476
2012/3/7 23:00,48.97,70939,67700,42.422
2012/3/8 0:00,53.19,68813,65700,41.81
2012/3/8 1:00,50.75,66264,61900,40.838
2012/3/8 2:00,42.22,65306,63200,40.388
2012/3/8 3:00,36.08,63772,60500,38.696
2012/3/8 4:00,33.08,62868,58300,38.048
2012/3/8 5:00,37.63,63739,58600,36.194
2012/3/8 6:00,45.24,68282,62800,34.934
2012/3/8 7:00,55.82,72762,68200,35.114
2012/3/8 8:00,60.03,74737,70100,36.608
2012/3/8 9:00,62,75877,71000,39.758
2012/3/8 10:00,59.62,75542,70800,41.702
2012/3/8 11:00,58.46,75162,70100,43.502
2012/3/8 12:00,56.18,74391,70200,44.726
2012/3/8 13:00,51.7,72844,70300,45.374
2012/3/8 14:00,46.12,71404,67900,45.914
2012/3/8 15:00,46.01,70258,66000,46.472
2012/3/8 16:00,47.86,69785,64600,46.076
2012/3/8 17:00,50.22,70548,63700,45.194
2012/3/8 18:00,70.37,73967,65400,43.844
2012/3/8 19:00,89.96,78056,72400,41.324
2012/3/8 20:00,62,76344,71600,38.318
2012/3/8 21:00,57.67,72260,67300,36.86
2012/3/8 22:00,54.28,70478,64000,35.726
2012/3/8 23:00,46.68,70805,67300,35.06
2012/3/9 0:00,43.92,67573,66400,36.968
2012/3/9 1:00,41.53,64497,62600,38.75
2012/3/9 2:00,41.25,64089,64000,39.614
2012/3/9 3:00,39.27,62771,61100,40.244
2012/3/9 4:00,38.65,62459,59200,40.514
2012/3/9 5:00,41.27,64030,59700,39.758
2012/3/9 6:00,49.6,69387,63800,37.814
2012/3/9 7:00,58.73,74151,69500,37.85
2012/3/9 8:00,63.19,76655,71800,40.262
2012/3/9 9:00,61.24,76773,72900,44.006
2012/3/9 10:00,61.2,76362,72300,47.102
2012/3/9 11:00,60.3,74942,70900,49.01
2012/3/9 12:00,56.16,73738,70100,50.558
2012/3/9 13:00,52,72555,69900,50.054
2012/3/9 14:00,47.58,71435,66800,50.504
2012/3/9 15:00,44.17,69658,64400,50.54
2012/3/9 16:00,44.96,69070,62600,50.216
2012/3/9 17:00,50.01,70776,61600,49.766
2012/3/9 18:00,58.19,72499,63100,49.046
2012/3/9 19:00,64.94,77308,69700,48.398
2012/3/9 20:00,61.18,74840,69400,47.912
2012/3/9 21:00,48.76,70856,65600,47.39
2012/3/9 22:00,53.84,69979,62900,47.066
2012/3/9 23:00,52.51,70326,66700,46.778
2012/3/10 0:00,50.33,68473,65900,46.49
2012/3/10 1:00,47.53,64450,61100,46.238
2012/3/10 2:00,44.42,62576,61000,45.77
2012/3/10 3:00,38.14,60428,57500,45.626
2012/3/10 4:00,38.48,59281,55100,45.482
2012/3/10 5:00,40.2,59111,54400,45.446
2012/3/10 6:00,42.72,60884,56100,45.464
2012/3/10 7:00,40.55,61139,57600,45.482
2012/3/10 8:00,44.22,62781,58500,45.896
2012/3/10 9:00,52.21,65860,61300,46.67
2012/3/10 10:00,53.54,68043,62200,48.164
2012/3/10 11:00,56.82,68038,61400,49.208
2012/3/10 12:00,55.69,67351,61400,49.928
2012/3/10 13:00,45.09,64825,62400,50
2012/3/10 14:00,41.77,63359,58200,50.054
2012/3/10 15:00,38.86,62136,55900,50.792
2012/3/10 16:00,38.95,62622,53600,51.872
2012/3/10 17:00,44.02,63153,52800,51.926
2012/3/10 18:00,53.09,65628,55100,51.602
2012/3/10 19:00,61.24,70171,61700,51.08
2012/3/10 20:00,52.4,68640,62200,50.594
2012/3/10 21:00,45.08,65442,59600,50.126
2012/3/10 22:00,49.51,65055,57800,49.496
2012/3/10 23:00,53.2,66628,62300,49.046
2012/3/11 0:00,45.02,63926,61800,48.992
2012/3/11 1:00,40.76,60745,57200,48.992
2012/3/11 2:00,33.34,58374,57300,48.722
2012/3/11 3:00,29.31,55454,53700,48.578
2012/3/11 4:00,22.09,53157,51000,48.056
2012/3/11 5:00,24.5,53026,49900,47.894
2012/3/11 6:00,22.49,53290,50600,47.858
2012/3/11 7:00,23.52,52994,51300,47.21
2012/3/11 8:00,27.9,54889,50800,47.282
2012/3/11 9:00,34.39,57707,53600,48.776
2012/3/11 10:00,36.46,59195,55200,50.828
2012/3/11 11:00,39.66,60377,55900,52.538
2012/3/11 12:00,39.99,60420,56300,54.176
2012/3/11 13:00,32.99,59523,57800,55.598
2012/3/11 14:00,27.36,56802,52300,55.904
2012/3/11 15:00,27.04,55170,49300,56.336
2012/3/11 16:00,27.75,55002,47500,56.48
2012/3/11 17:00,35.13,57997,47000,55.4
2012/3/11 18:00,46.72,62813,49800,53.564
2012/3/11 19:00,56.77,66783,57600,51.422
2012/3/11 20:00,54.19,66564,60600,49.658
2012/3/11 21:00,45.79,65192,58700,48.092
2012/3/11 22:00,48.63,64194,56900,46.076
2012/3/11 23:00,47.96,65291,60700,44.546
2012/3/12 0:00,37.4,62008,59200,42.818
2012/3/12 1:00,33.04,59271,55000,41.702
2012/3/12 2:00,28.65,58032,55800,41.27
2012/3/12 3:00,25.45,56386,52900,40.622
2012/3/12 4:00,26.28,56845,51100,39.506
2012/3/12 5:00,34.35,59387,52200,39.128
2012/3/12 6:00,45.12,63659,57000,38.714
2012/3/12 7:00,56.54,68693,64100,38.75
2012/3/12 8:00,62.92,71166,66800,41.234
2012/3/12 9:00,63.07,72015,67900,43.142
2012/3/12 10:00,58.29,71658,67100,45.392
2012/3/12 11:00,59.83,71370,65800,50.234
2012/3/12 12:00,57.79,70743,65200,54.068
2012/3/12 13:00,56.63,70259,65100,56.552
2012/3/12 14:00,50.04,68835,62300,57.704
2012/3/12 15:00,45.03,67542,59700,58.172
2012/3/12 16:00,42.95,67129,57900,57.812
2012/3/12 17:00,50.81,65987,56800,57.092
2012/3/12 18:00,58.54,67754,58500,54.86
2012/3/12 19:00,78.48,73173,65800,52.574
2012/3/12 20:00,61.2,72572,66600,51.224
2012/3/12 21:00,48.94,68367,62900,48.596
2012/3/12 22:00,52.01,66858,59900,48.056
2012/3/12 23:00,48.73,67238,63700,46.976
2012/3/13 0:00,38.08,65167,62000,45.806
2012/3/13 1:00,37.72,62061,56600,44.762
2012/3/13 2:00,37,61436,57500,44.636
2012/3/13 3:00,34.57,60696,54100,44.384
2012/3/13 4:00,34.39,61194,52400,44.708
2012/3/13 5:00,38.29,62399,52900,45.05
2012/3/13 6:00,46.18,66522,57500,45.014
2012/3/13 7:00,56.27,70319,64400,45.284
2012/3/13 8:00,61.3,71385,67000,45.932
2012/3/13 9:00,61.19,71244,67300,46.724
2012/3/13 10:00,58.34,70779,66500,47.66
2012/3/13 11:00,55.43,70307,65000,48.74
2012/3/13 12:00,52.01,69285,64900,49.226
2012/3/13 13:00,49,67674,64200,49.658
2012/3/13 14:00,45.65,67116,61200,49.73
2012/3/13 15:00,41.94,66377,58400,49.244
2012/3/13 16:00,41.95,65805,56800,48.758
2012/3/13 17:00,50.23,65547,55900,48.092
2012/3/13 18:00,53.17,67904,57700,47.336
2012/3/13 19:00,79.21,71921,64900,46.58
2012/3/13 20:00,61.04,69754,66100,46.256
2012/3/13 21:00,49.06,68235,61900,45.968
2012/3/13 22:00,46.51,66303,58900,45.608
2012/3/13 23:00,44.94,66159,62700,45.122
2012/3/14 0:00,40,64940,60700,44.762
2012/3/14 1:00,34.63,61595,56100,44.51
2012/3/14 2:00,33.05,61079,56800,44.33
2012/3/14 3:00,31.82,60170,53600,44.258
2012/3/14 4:00,32.69,61139,51700,44.168
2012/3/14 5:00,36.82,60991,52500,44.042
2012/3/14 6:00,45.09,65110,56800,43.97
2012/3/14 7:00,53.11,68426,63200,44.06
2012/3/14 8:00,56.5,69948,65500,44.492
2012/3/14 9:00,58.09,70603,66100,45.41
2012/3/14 10:00,55.95,70048,64900,46.256
2012/3/14 11:00,55,69579,63600,47.588
2012/3/14 12:00,53.86,68589,63100,50.252
2012/3/14 13:00,47.38,67634,62700,51.53
2012/3/14 14:00,44.94,66958,59900,52.61
2012/3/14 15:00,44.94,66207,57700,53.204
2012/3/14 16:00,44.07,66492,56100,53.312
2012/3/14 17:00,48.77,66459,55200,51.854
2012/3/14 18:00,55.87,68271,56900,48.938
2012/3/14 19:00,82.16,71642,64100,45.896
2012/3/14 20:00,57.1,70436,65000,45.41
2012/3/14 21:00,46.69,67620,61000,43.736
2012/3/14 22:00,49.9,65795,57500,42.26
2012/3/14 23:00,46.3,65496,61000,41.396
2012/3/15 0:00,40.99,63822,59100,40.928
2012/3/15 1:00,38.25,61377,54500,40.766
2012/3/15 2:00,36.3,61919,55900,39.254
2012/3/15 3:00,33.65,61102,53000,39.002
2012/3/15 4:00,33.11,61726,51000,39.02
2012/3/15 5:00,37.84,61740,51900,39.614
2012/3/15 6:00,48.95,66489,55800,38.66
2012/3/15 7:00,58.9,69363,62900,39.434
2012/3/15 8:00,65.95,70782,65200,44.006
2012/3/15 9:00,59.97,71371,64600,48.614
2012/3/15 10:00,50.94,70549,63100,53.294
2012/3/15 11:00,49,69138,61400,58.154
2012/3/15 12:00,47.42,67713,60700,61.79
2012/3/15 13:00,44.56,66032,60500,64.004
2012/3/15 14:00,43.39,65997,57800,66.146
2012/3/15 15:00,44.51,64619,55800,67.532
2012/3/15 16:00,44,64742,54300,68.18
2012/3/15 17:00,49.41,65873,53600,66.938
2012/3/15 18:00,61.28,67999,55600,61.718
2012/3/15 19:00,73.98,71822,62800,56.156
2012/3/15 20:00,55,70257,64000,52.538
2012/3/15 21:00,45.58,66546,59400,50.324
