Date, Zonal COMED price, System load forecast, Zonal COMED load foecast,temperature
2013/12/26 18:00,48.850911,110851,13996,30.520401
2013/12/26 19:00,40.150912,110699,13929,29.260399
2013/12/26 20:00,38.947146,110098,13806,28.5404
2013/12/26 21:00,38.348082,107397,13596,28.4504
2013/12/26 22:00,31.279275,102213,13104,28.360401
2013/12/26 23:00,29.455324,96506,12293,27.7304
2013/12/27 0:00,27.906901,92660,11362,26.920399
2013/12/27 1:00,27.391499,90492,10855,26.3804
2013/12/27 2:00,27.217949,89767,10558,26.2904
2013/12/27 3:00,26.998941,90069,10396,26.110401
2013/12/27 4:00,27.627562,92179,10417,26.3804
2013/12/27 5:00,28.4852,97287,10650,26.8304
2013/12/27 6:00,32.733866,105498,11315,26.8304
2013/12/27 7:00,38.061767,110230,12406,26.4704
2013/12/27 8:00,38.03778,109621,12868,26.4704
2013/12/27 9:00,37.99184,107338,12927,30.0704
2013/12/27 10:00,34.273713,104996,12939,33.4004
2013/12/27 11:00,32.733774,102404,12889,36.5504
2013/12/27 12:00,30.40672,99923,12764,38.8904
2013/12/27 13:00,29.280963,98025,12613,40.6904
2013/12/27 14:00,29.284131,96396,12556,42.4004
2013/12/27 15:00,29.160303,95856,12444,42.040398
2013/12/27 16:00,29.331713,98314,12445,39.5204
2013/12/27 17:00,36.072419,105327,13031,35.2004
2013/12/27 18:00,35.740027,108125,13640,33.310402
2013/12/27 19:00,32.14693,107459,13568,31.9604
2013/12/27 20:00,32.496341,106574,13379,30.8804
2013/12/27 21:00,31.620537,104360,13130,29.8004
2013/12/27 22:00,28.934751,100169,12760,29.260399
2013/12/27 23:00,27.134713,94910,12055,28.7204
2013/12/28 0:00,27.352924,88663,11158,28.2704
2013/12/28 1:00,26.33983,86135,10542,27.6404
2013/12/28 2:00,25.651276,85025,10161,28.2704
2013/12/28 3:00,25.436989,84810,9908,28.6304
2013/12/28 4:00,25.116684,85683,9822,29.1704
2013/12/28 5:00,25.724003,88036,9879,29.6204
2013/12/28 6:00,26.100706,91519,10179,29.8904
2013/12/28 7:00,28.803646,94905,10665,30.0704
2013/12/28 8:00,29.573279,96520,10932,30.9704
2013/12/28 9:00,29.54821,95902,11141,34.9304
2013/12/28 10:00,29.282656,94045,11337,40.1504
2013/12/28 11:00,28.426311,91359,11368,44.2004
2013/12/28 12:00,27.730646,88606,11293,47.0804
2013/12/28 13:00,26.954303,86164,11139,48.610397
2013/12/28 14:00,26.212869,84391,10967,50.6804
2013/12/28 15:00,26.095788,84142,10886,50.0504
2013/12/28 16:00,27.111003,87204,10977,47.5304
2013/12/28 17:00,30.955321,95493,11743,44.0204
2013/12/28 18:00,31.249213,98115,12378,41.5904
2013/12/28 19:00,30.213658,97604,12305,40.060402
2013/12/28 20:00,30.21158,97172,12191,38.8904
2013/12/28 21:00,29.022242,95305,12006,38.1704
2013/12/28 22:00,27.660973,91742,11681,37.6304
2013/12/28 23:00,26.089446,87107,11120,36.8204
2013/12/29 0:00,24.35286,80529,10335,35.7404
2013/12/29 1:00,22.905172,77727,9822,35.3804
2013/12/29 2:00,22.896933,76472,9545,37.0904
2013/12/29 3:00,22.247303,76062,9365,37.4504
2013/12/29 4:00,21.635296,76541,9301,37.810402
2013/12/29 5:00,22.672141,78226,9374,38.4404
2013/12/29 6:00,22.505872,80824,9522,39.4304
2013/12/29 7:00,25.265919,84161,9812,39.8804
2013/12/29 8:00,26.467725,87156,10007,38.4404
2013/12/29 9:00,27.520848,88786,10296,39.2504
2013/12/29 10:00,27.755907,88746,10588,40.8704
2013/12/29 11:00,27.554561,88342,10766,40.1504
2013/12/29 12:00,27.207552,87776,10851,39.9704
2013/12/29 13:00,26.981861,86997,10903,40.240402
2013/12/29 14:00,26.769363,86460,10934,42.490402
2013/12/29 15:00,26.497894,86961,11041,44.6504
2013/12/29 16:00,27.739962,90511,11323,45.4604
2013/12/29 17:00,33.115049,97748,12250,44.470398
2013/12/29 18:00,34.157893,99733,13073,41.7704
2013/12/29 19:00,33.824848,99168,13129,40.420403
2013/12/29 20:00,33.018437,98481,13097,40.1504
2013/12/29 21:00,29.159218,95842,13022,40.060402
2013/12/29 22:00,28.312942,91219,12690,39.2504
2013/12/29 23:00,25.948906,86008,12032,38.7104
2013/12/30 0:00,26.235573,82982,11455,38.3504
2013/12/30 1:00,25.656006,81037,11123,37.9004
2013/12/30 2:00,25.647292,80352,10963,38.8004
2013/12/30 3:00,25.977712,80931,10951,38.1704
2013/12/30 4:00,26.430734,83261,11075,37.5404
2013/12/30 5:00,27.750091,88893,11417,36.3704
2013/12/30 6:00,30.961893,98046,12218,35.7404
2013/12/30 7:00,34.963706,104625,13478,36.1004
2013/12/30 8:00,36.062894,105861,14000,37.720398
2013/12/30 9:00,36.526735,106052,14112,40.060402
2013/12/30 10:00,37.338238,105953,14139,41.2304
2013/12/30 11:00,37.616437,105224,14156,41.1404
2013/12/30 12:00,33.966462,104353,14036,40.420403
2013/12/30 13:00,33.2187,103761,13946,39.8804
2013/12/30 14:00,32.076383,103201,13878,40.420403
2013/12/30 15:00,32.110044,103428,13769,39.0704
2013/12/30 16:00,36.092324,107104,13837,37.720398
2013/12/30 17:00,52.256088,115472,14615,35.9204
2013/12/30 18:00,63.771467,117972,15496,34.2104
2013/12/30 19:00,49.056264,117534,15507,32.8604
2013/12/30 20:00,48.097234,116146,15374,31.2404
2013/12/30 21:00,44.686159,112745,15138,29.7104
2013/12/30 22:00,34.100227,106762,14533,28.7204
2013/12/30 23:00,32.143922,100289,13596,28.0004
2013/12/31 0:00,28.526483,93464,12084,27.100399
2013/12/31 1:00,27.818611,91303,11585,26.4704
2013/12/31 2:00,27.977015,90509,11278,26.8304
2013/12/31 3:00,27.836586,90999,11155,26.920399
2013/12/31 4:00,27.535953,93439,11176,26.8304
2013/12/31 5:00,28.243131,99072,11425,26.7404
2013/12/31 6:00,29.921992,108312,12184,26.3804
2013/12/31 7:00,36.672495,113761,13474,25.3004
2013/12/31 8:00,35.109764,112934,14010,24.9404
2013/12/31 9:00,36.119386,110728,14056,28.360401
2013/12/31 10:00,36.342604,108433,14017,30.9704
2013/12/31 11:00,34.470883,105991,13932,33.4904
2013/12/31 12:00,30.831556,103682,13807,35.8304
2013/12/31 13:00,30.15614,102088,13648,37.9904
2013/12/31 14:00,29.771564,100709,13539,37.9004
2013/12/31 15:00,29.829433,100388,13392,37.6304
2013/12/31 16:00,31.059128,103438,13391,36.5504
2013/12/31 17:00,42.062129,111438,14033,33.6704
2013/12/31 18:00,39.460484,114774,14806,31.7804
2013/12/31 19:00,39.31633,115139,14952,30.3404
2013/12/31 20:00,38.499721,114316,14775,29.1704
2013/12/31 21:00,37.487227,111186,14480,28.2704
2013/12/31 22:00,31.255501,105408,13909,27.5504
2013/12/31 23:00,29.529902,99117,13010,26.920399
2014/1/1 0:00,31.948388,91696,11717,26.3804
2014/1/1 1:00,28.427805,89295,11142,25.7504
2014/1/1 2:00,28.537862,88215,10786,24.9404
2014/1/1 3:00,28.491202,88125,10576,24.7604
2014/1/1 4:00,28.040616,88986,10475,24.9404
2014/1/1 5:00,28.611572,90955,10486,24.9404
2014/1/1 6:00,29.132568,94054,10693,25.6604
2014/1/1 7:00,30.929846,97102,11044,26.2904
2014/1/1 8:00,30.871783,98705,11128,25.7504
2014/1/1 9:00,31.077651,98309,11258,28.8104
2014/1/1 10:00,31.213932,96293,11371,31.0604
2014/1/1 11:00,30.785268,94276,11388,33.5804
2014/1/1 12:00,29.152922,92465,11385,35.6504
2014/1/1 13:00,28.85902,90767,11323,37.1804
2014/1/1 14:00,28.525517,89652,11229,38.8904
2014/1/1 15:00,28.452744,89819,11188,38.7104
2014/1/1 16:00,28.133893,93466,11314,36.7304
2014/1/1 17:00,37.599264,101815,12166,34.1204
2014/1/1 18:00,43.344992,104970,12996,32.7704
2014/1/1 19:00,39.715835,105012,13109,31.8704
2014/1/1 20:00,40.163994,104564,13084,31.4204
2014/1/1 21:00,35.715566,101917,12787,30.7904
2014/1/1 22:00,30.455671,97488,12426,30.3404
2014/1/1 23:00,28.19607,92276,11775,30.1604
2014/1/2 0:00,26.794851,87964,11616,29.7104
2014/1/2 1:00,25.878806,85548,11086,28.8104
2014/1/2 2:00,25.370219,84625,10770,29.8004
2014/1/2 3:00,25.416828,84707,10617,30.2504
2014/1/2 4:00,25.18613,86568,10639,30.1604
2014/1/2 5:00,25.653404,91561,10861,30.3404
2014/1/2 6:00,26.178976,99600,11532,30.520401
2014/1/2 7:00,33.813403,104733,12659,30.7904
2014/1/2 8:00,35.359925,105340,13194,31.0604
2014/1/2 9:00,32.667736,105079,13246,32.3204
2014/1/2 10:00,33.156668,104737,13267,33.9404
2014/1/2 11:00,32.642848,103793,13243,35.6504
2014/1/2 12:00,31.80127,102685,13155,35.9204
2014/1/2 13:00,31.081154,101792,13046,36.0104
2014/1/2 14:00,29.462066,100965,13006,31.7804
2014/1/2 15:00,29.403273,101021,12928,30.6104
2014/1/2 16:00,30.125671,104077,12948,29.0804
2014/1/2 17:00,40.188578,111513,13641,27.8204
2014/1/2 18:00,44.538835,114347,14471,27.0104
2014/1/2 19:00,41.507574,113718,14519,26.4704
2014/1/2 20:00,40.721245,112774,14389,26.020401
2014/1/2 21:00,36.802096,109734,14171,25.4804
2014/1/2 22:00,32.18113,104270,13695,24.6704
2014/1/2 23:00,29.550923,98450,12919,23.5004
2014/1/3 0:00,33.201938,96347,12539,21.7004
2014/1/3 1:00,32.214354,94393,12074,19.9004
2014/1/3 2:00,31.943962,93967,11778,17.020401
2014/1/3 3:00,33.028434,94595,11634,16.3004
2014/1/3 4:00,33.001713,97042,11638,16.3004
2014/1/3 5:00,39.693436,102493,11843,16.5704
2014/1/3 6:00,58.438497,110940,12431,15.850399
2014/1/3 7:00,70.836956,116649,13436,14.0504
2014/1/3 8:00,60.43855,117459,13808,12.610399
2014/1/3 9:00,55.436426,117112,13853,11.8004
2014/1/3 10:00,55.478637,116455,13841,11.260399
2014/1/3 11:00,48.955845,115214,13838,11.7104
2014/1/3 12:00,40.28826,113504,13699,12.790401
2014/1/3 13:00,36.611441,112037,13496,13.870401
2014/1/3 14:00,33.012862,110798,13362,15.4004
2014/1/3 15:00,32.916266,110483,13155,15.1304
2014/1/3 16:00,34.18373,113270,13158,14.0504
2014/1/3 17:00,45.902222,120312,13728,11.7104
2014/1/3 18:00,51.772497,122751,14542,9.370401
2014/1/3 19:00,47.491056,121745,14491,6.940401
2014/1/3 20:00,47.708956,120381,14183,4.4204006
2014/1/3 21:00,41.323797,117850,13832,2.0803947
2014/1/3 22:00,34.494466,113491,13431,-0.34960175
2014/1/3 23:00,27.089488,108353,12732,-1.5196037
2014/1/4 0:00,33.476386,104080,11907,1.1803951
2014/1/4 1:00,28.984995,101647,11274,0.46039772
2014/1/4 2:00,25.85021,100503,10885,1.2703972
2014/1/4 3:00,25.79131,100247,10637,1.0903988
2014/1/4 4:00,26.511416,101018,10523,-0.619606
2014/1/4 5:00,28.335458,102736,10549,-1.2495995
2014/1/4 6:00,29.278597,105346,10771,-0.88960266
2014/1/4 7:00,37.937563,108358,11180,-1.6996002
2014/1/4 8:00,39.802612,110098,11408,-4.1296005
2014/1/4 9:00,38.163946,109796,11645,4.2403984
2014/1/4 10:00,32.529777,108087,11856,8.6504
2014/1/4 11:00,28.035362,105414,11882,17.290401
2014/1/4 12:00,26.817704,102418,11824,22.1504
2014/1/4 13:00,26.659086,99709,11663,25.2104
2014/1/4 14:00,26.327846,97670,11436,25.5704
2014/1/4 15:00,26.092037,97321,11310,26.3804
2014/1/4 16:00,26.412003,99984,11338,25.5704
2014/1/4 17:00,30.880036,107191,11924,22.9604
2014/1/4 18:00,34.576189,110040,12679,20.6204
2014/1/4 19:00,30.833611,109247,12775,19.0904
2014/1/4 20:00,31.442352,108244,12691,17.8304
2014/1/4 21:00,29.462313,105932,12465,16.8404
2014/1/4 22:00,29.844168,102132,12175,16.2104
2014/1/4 23:00,27.526243,97463,11675,16.5704
2014/1/5 0:00,30.90924,93058,11059,17.8304
2014/1/5 1:00,29.751831,90441,10615,19.9904
2014/1/5 2:00,29.54451,89151,10362,17.7404
2014/1/5 3:00,28.558289,88718,10218,17.2004
2014/1/5 4:00,27.308247,88970,10215,19.4504
2014/1/5 5:00,26.970346,90044,10294,22.8704
2014/1/5 6:00,27.834852,91810,10483,26.020401
2014/1/5 7:00,28.317117,94532,10771,28.7204
2014/1/5 8:00,30.989819,97280,10854,30.1604
2014/1/5 9:00,32.938332,98705,11145,32.9504
2014/1/5 10:00,32.23698,98126,11366,34.3904
2014/1/5 11:00,31.794955,97084,11489,34.7504
2014/1/5 12:00,30.617952,95902,11535,35.6504
2014/1/5 13:00,29.967247,94503,11541,35.8304
2014/1/5 14:00,29.233518,93408,11511,37.720398
2014/1/5 15:00,28.794719,93558,11529,36.8204
2014/1/5 16:00,30.083785,96224,11703,36.2804
2014/1/5 17:00,37.933798,102431,12540,36.5504
2014/1/5 18:00,44.025454,104959,13491,37.1804
2014/1/5 19:00,39.888118,104230,13662,38.6204
2014/1/5 20:00,38.928965,103423,13684,40.8704
2014/1/5 21:00,34.873925,100684,13610,44.740402
2014/1/5 22:00,32.835534,96325,13292,48.4304
2014/1/5 23:00,28.530427,91348,12671,49.9604
2014/1/6 0:00,28.220389,85288,11985,51.7604
2014/1/6 1:00,27.825058,83361,11828,52.8404
2014/1/6 2:00,27.789974,82739,11815,52.9304
2014/1/6 3:00,27.82848,83270,11910,53.4704
2014/1/6 4:00,29.093754,85215,12141,53.740402
2014/1/6 5:00,33.538918,90179,12502,53.740402
2014/1/6 6:00,48.807469,97389,13309,53.920403
2014/1/6 7:00,74.088885,103824,14550,54.7304
2014/1/6 8:00,69.42648,106669,14969,54.1904
2014/1/6 9:00,75.000323,108611,15147,49.5104
2014/1/6 10:00,82.040568,109739,15263,44.6504
2014/1/6 11:00,79.741329,109938,15403,41.5004
2014/1/6 12:00,72.847698,109531,15350,38.0804
2014/1/6 13:00,67.798368,109269,15337,34.5704
2014/1/6 14:00,67.42579,108654,15220,35.1104
2014/1/6 15:00,67.435781,108479,15022,35.2004
2014/1/6 16:00,75.188707,111236,15006,34.5704
2014/1/6 17:00,141.08061,118666,15492,31.9604
2014/1/6 18:00,196.896928,123738,16673,30.2504
2014/1/6 19:00,199.999979,125122,17113,29.1704
2014/1/6 20:00,200.000346,125687,17029,27.7304
2014/1/6 21:00,170.984034,123882,16764,25.2104
2014/1/6 22:00,119.750086,119279,16148,20.8004
2014/1/6 23:00,108.962178,114617,15290,16.2104
2014/1/7 0:00,124.18734,115557,14276,12.970402
2014/1/7 1:00,122.974871,114166,13885,10.9904
2014/1/7 2:00,118.07331,114101,13500,9.370401
2014/1/7 3:00,114.814348,114977,13422,8.110399
2014/1/7 4:00,131.429015,118228,13447,6.850399
2014/1/7 5:00,167.084317,123647,13564,5.3204
2014/1/7 6:00,166.808559,131991,14190,3.520401
2014/1/7 7:00,442.274629,137043,15577,2.0803947
2014/1/7 8:00,295.748175,137030,15800,1.5403996
2014/1/7 9:00,274.775736,135607,15834,2.4403992
2014/1/7 10:00,225.04748,133091,15557,4.3304024
2014/1/7 11:00,130.26389,129850,15184,6.220402
2014/1/7 12:00,114.504089,127068,15034,8.290401
2014/1/7 13:00,111.860873,124460,14634,10.270401
2014/1/7 14:00,111.712126,122212,14348,11.260399
2014/1/7 15:00,99.201293,121206,13955,12.1603985
2014/1/7 16:00,111.82831,123401,13881,12.340401
2014/1/7 17:00,213.343959,131302,14520,11.8904
2014/1/7 18:00,449.798544,137402,15934,11.7104
2014/1/7 19:00,263.626824,139252,16588,11.530399
2014/1/7 20:00,209.075307,137072,16051,11.530399
2014/1/7 21:00,122.859734,132435,15391,11.620401
2014/1/7 22:00,113.692798,125904,14671,11.7104
2014/1/7 23:00,109.208979,119859,13781,11.8004
2014/1/8 0:00,255.879936,111368,12661,11.8904
2014/1/8 1:00,173.281893,109556,12188,11.9804
2014/1/8 2:00,158.267583,108907,11921,10.810398
2014/1/8 3:00,138.416366,109064,11799,10.810398
2014/1/8 4:00,149.999976,111011,11758,10.720402
2014/1/8 5:00,213.971128,115658,11973,10.720402
2014/1/8 6:00,266.827257,122829,12565,10.810398
2014/1/8 7:00,628.521677,127250,13532,10.9004
2014/1/8 8:00,260.930431,126044,13877,11.350399
2014/1/8 9:00,237.266596,123255,13916,13.1504
2014/1/8 10:00,154.870094,120517,13952,15.670401
2014/1/8 11:00,131.205365,117353,13883,18.4604
2014/1/8 12:00,122.909644,114555,13868,21.0704
2014/1/8 13:00,111.526115,112423,13714,23.3204
2014/1/8 14:00,99.165967,110467,13614,23.770401
2014/1/8 15:00,97.448885,109701,13475,24.6704
2014/1/8 16:00,107.889615,111983,13478,24.7604
2014/1/8 17:00,113.891434,119273,13976,23.9504
2014/1/8 18:00,168.370654,123370,14795,23.0504
2014/1/8 19:00,156.287682,123597,14860,21.7904
2014/1/8 20:00,137.380416,121224,14620,21.520401
2014/1/8 21:00,124.796627,117167,14223,21.1604
2014/1/8 22:00,88.125124,111502,13707,20.8904
2014/1/8 23:00,60.192403,105620,12877,20.9804
2014/1/9 0:00,35.084862,101789,12449,22.1504
2014/1/9 1:00,32.787336,99668,11966,23.4104
2014/1/9 2:00,33.20982,98797,11703,23.860401
2014/1/9 3:00,32.9009,98956,11567,23.860401
2014/1/9 4:00,33.374694,100847,11557,23.770401
2014/1/9 5:00,34.478455,105751,11787,23.9504
2014/1/9 6:00,44.643631,113603,12428,23.3204
2014/1/9 7:00,76.683109,118292,13458,22.1504
2014/1/9 8:00,62.303334,117333,13866,21.7004
2014/1/9 9:00,49.714797,115029,13921,25.3004
2014/1/9 10:00,44.73722,112827,13927,28.0904
2014/1/9 11:00,37.765928,110125,13900,30.0704
2014/1/9 12:00,35.236339,107690,13850,31.8704
2014/1/9 13:00,33.993485,105736,13736,33.2204
2014/1/9 14:00,33.896242,103918,13662,33.4904
2014/1/9 15:00,33.212182,103115,13540,33.5804
2014/1/9 16:00,34.1267,105573,13551,32.8604
2014/1/9 17:00,41.566297,112758,14087,30.8804
2014/1/9 18:00,43.040942,116148,14732,28.4504
2014/1/9 19:00,41.723327,115836,14630,27.0104
2014/1/9 20:00,38.502805,114297,14426,26.020401
2014/1/9 21:00,34.924253,110664,14055,25.3004
2014/1/9 22:00,31.974776,105352,13554,25.3004
2014/1/9 23:00,28.816748,99552,12689,25.2104
2014/1/10 0:00,29.438811,94371,11657,25.4804
2014/1/10 1:00,28.133718,91817,11029,26.2904
2014/1/10 2:00,27.85412,90625,10677,27.6404
2014/1/10 3:00,27.227972,90377,10430,28.1804
2014/1/10 4:00,27.242372,91947,10365,28.360401
2014/1/10 5:00,28.044226,96378,10578,28.360401
2014/1/10 6:00,33.032106,103781,11136,28.4504
2014/1/10 7:00,38.473332,108433,12003,28.6304
2014/1/10 8:00,39.919918,108456,12418,29.4404
2014/1/10 9:00,40.716997,107279,12547,31.3304
2014/1/10 10:00,40.551317,105973,12636,32.3204
2014/1/10 11:00,36.464979,104035,12720,33.4904
2014/1/10 12:00,32.789878,102016,12704,35.1104
2014/1/10 13:00,31.416042,100188,12633,35.3804
2014/1/10 14:00,30.192075,98558,12603,36.4604
2014/1/10 15:00,29.781619,97874,12550,37.0004
2014/1/10 16:00,30.617245,99877,12545,36.6404
2014/1/10 17:00,36.412938,105515,13156,35.3804
2014/1/10 18:00,36.124741,106384,13570,34.7504
2014/1/10 19:00,33.569649,104602,13309,34.7504
2014/1/10 20:00,31.279712,102845,13077,34.9304
2014/1/10 21:00,29.574044,99972,12801,35.2004
2014/1/10 22:00,28.471006,95699,12442,35.470398
2014/1/10 23:00,26.657153,90385,11754,35.9204
2014/1/11 0:00,27.25375,82473,10794,36.7304
2014/1/11 1:00,25.759296,79215,10163,38.0804
2014/1/11 2:00,25.032425,77272,9780,39.5204
2014/1/11 3:00,24.395217,76321,9523,41.4104
2014/1/11 4:00,23.590643,76277,9396,43.7504
2014/1/11 5:00,24.185436,77739,9432,46.4504
2014/1/11 6:00,24.919495,80149,9649,49.240402
2014/1/11 7:00,26.480995,83252,9999,51.0404
2014/1/11 8:00,28.462163,86381,10285,51.5804
2014/1/11 9:00,30.325019,88648,10623,52.4804
2014/1/11 10:00,30.651607,89383,10941,53.5604
2014/1/11 11:00,30.43089,88717,11101,55.0904
2014/1/11 12:00,28.937397,87494,11152,56.2604
2014/1/11 13:00,28.460535,85853,11073,56.8904
2014/1/11 14:00,28.018988,84273,10971,57.3404
2014/1/11 15:00,27.678108,84122,10961,57.7004
2014/1/11 16:00,28.465972,86024,11042,57.2504
2014/1/11 17:00,36.78683,91261,11650,55.7204
2014/1/11 18:00,36.009263,92794,12105,54.3704
2014/1/11 19:00,33.404509,91763,12009,52.6604
2014/1/11 20:00,31.428607,90407,11869,51.3104
2014/1/11 21:00,28.872053,87865,11711,49.6904
2014/1/11 22:00,27.97569,84502,11457,48.3404
2014/1/11 23:00,26.609626,80237,10989,47.3504
2014/1/12 0:00,26.753567,77138,10629,46.6304
2014/1/12 1:00,25.846264,74646,10111,44.740402
2014/1/12 2:00,25.443346,73284,9738,43.3904
2014/1/12 3:00,25.522404,72799,9538,40.6004
2014/1/12 4:00,25.176189,73278,9411,38.7104
2014/1/12 5:00,25.530942,74772,9385,37.4504
2014/1/12 6:00,25.748812,77231,9458,36.6404
2014/1/12 7:00,26.490244,80525,9593,35.9204
2014/1/12 8:00,27.317629,83520,9644,35.7404
2014/1/12 9:00,28.024697,85260,9838,37.3604
2014/1/12 10:00,27.879688,85431,10052,39.7904
2014/1/12 11:00,27.435656,84906,10181,41.5904
2014/1/12 12:00,27.262692,84446,10279,42.7604
2014/1/12 13:00,26.773822,83528,10265,43.9304
2014/1/12 14:00,26.734566,82765,10234,44.8304
2014/1/12 15:00,26.726853,82993,10226,44.9204
2014/1/12 16:00,27.27987,85919,10349,44.0204
2014/1/12 17:00,35.314533,93054,11214,40.7804
2014/1/12 18:00,38.699965,95864,11877,37.720398
2014/1/12 19:00,36.017914,95798,11738,35.6504
2014/1/12 20:00,33.566056,95236,11632,33.9404
2014/1/12 21:00,31.041473,92656,11481,32.5904
2014/1/12 22:00,28.602296,88623,11154,31.6004
2014/1/12 23:00,27.260174,84129,10598,30.6104
2014/1/13 0:00,26.907816,81340,10005,30.0704
2014/1/13 1:00,26.26445,79413,9549,29.8904
2014/1/13 2:00,25.880907,78685,9268,30.2504
2014/1/13 3:00,25.812098,79190,9152,30.0704
2014/1/13 4:00,25.953903,81422,9181,30.0704
2014/1/13 5:00,27.037824,87057,9423,29.5304
2014/1/13 6:00,30.501462,95968,10076,29.350399
2014/1/13 7:00,38.79478,101338,11045,29.0804
2014/1/13 8:00,34.884665,101053,11665,29.8904
2014/1/13 9:00,34.425877,99539,11858,35.9204
2014/1/13 10:00,34.72833,98261,12012,41.5904
2014/1/13 11:00,33.885948,96616,12148,45.9104
2014/1/13 12:00,30.753536,95067,12204,48.1604
2014/1/13 13:00,29.913625,93879,12165,49.3304
2014/1/13 14:00,29.146183,92794,12218,52.2104
2014/1/13 15:00,29.266749,92581,12237,52.2104
2014/1/13 16:00,31.119476,95349,12336,50.6804
2014/1/13 17:00,40.295235,102499,13046,47.4404
2014/1/13 18:00,40.605597,103488,13568,45.8204
2014/1/13 19:00,39.508929,102075,13285,44.9204
2014/1/13 20:00,35.411215,100245,13088,44.6504
2014/1/13 21:00,31.95529,96481,12911,44.3804
2014/1/13 22:00,29.204896,90709,12461,44.740402
2014/1/13 23:00,27.748217,84422,11692,44.740402
2014/1/14 0:00,23.709728,80474,10831,44.740402
2014/1/14 1:00,22.956977,77928,10289,44.6504
2014/1/14 2:00,22.325729,76705,9923,45.8204
2014/1/14 3:00,22.489528,76584,9740,45.8204
2014/1/14 4:00,22.439944,78364,9711,45.1904
2014/1/14 5:00,23.703297,83557,9931,43.6604
2014/1/14 6:00,28.679077,92477,10541,43.4804
2014/1/14 7:00,32.134023,98339,11503,43.2104
2014/1/14 8:00,32.23842,98769,12073,42.9404
2014/1/14 9:00,33.588038,98631,12231,43.3904
2014/1/14 10:00,34.498219,98603,12366,44.470398
2014/1/14 11:00,32.325169,97960,12518,45.6404
2014/1/14 12:00,30.780682,97238,12555,46.3604
2014/1/14 13:00,29.845705,96640,12545,46.8104
2014/1/14 14:00,29.116783,95989,12597,44.9204
2014/1/14 15:00,29.132128,96024,12616,44.1104
2014/1/14 16:00,29.882155,98987,12700,43.9304
2014/1/14 17:00,38.087875,105561,13452,43.1204
2014/1/14 18:00,37.593439,106534,13949,42.4004
2014/1/14 19:00,36.133117,105050,13615,41.5904
2014/1/14 20:00,35.013783,103285,13334,40.7804
2014/1/14 21:00,31.924241,99582,13127,38.9804
2014/1/14 22:00,29.351787,93777,12618,37.0004
2014/1/14 23:00,26.450963,87582,11829,35.1104
2014/1/15 0:00,26.620715,85136,11412,34.3904
2014/1/15 1:00,25.867855,82838,10896,34.0304
2014/1/15 2:00,25.655779,81884,10602,32.5004
2014/1/15 3:00,25.731647,82145,10439,30.520401
2014/1/15 4:00,25.752059,84213,10434,31.0604
2014/1/15 5:00,27.372879,89857,10666,28.8104
2014/1/15 6:00,33.307279,99096,11283,27.2804
2014/1/15 7:00,36.069897,104519,12288,28.1804
2014/1/15 8:00,36.110498,104237,12895,29.8004
2014/1/15 9:00,35.959509,103009,13012,34.0304
2014/1/15 10:00,35.793426,102272,13157,37.3604
2014/1/15 11:00,34.40589,101162,13276,39.2504
2014/1/15 12:00,33.238165,100082,13289,40.240402
2014/1/15 13:00,32.365155,99354,13241,42.310402
2014/1/15 14:00,31.604958,98640,13281,45.3704
2014/1/15 15:00,31.255386,98795,13243,46.2704
2014/1/15 16:00,32.866609,102107,13328,45.3704
2014/1/15 17:00,41.727853,109769,14000,43.6604
2014/1/15 18:00,51.742443,111453,14631,42.310402
2014/1/15 19:00,43.494994,110277,14340,40.7804
2014/1/15 20:00,41.0034,108762,14131,40.420403
2014/1/15 21:00,39.639813,105356,13941,40.240402
2014/1/15 22:00,31.780706,99954,13484,39.6104
2014/1/15 23:00,28.928313,94030,12704,38.8904
2014/1/16 0:00,27.326114,90245,11753,37.720398
2014/1/16 1:00,25.995681,87978,11185,36.4604
2014/1/16 2:00,25.283283,87123,10829,35.8304
2014/1/16 3:00,25.293962,87382,10638,35.3804
2014/1/16 4:00,25.680978,89415,10604,34.9304
2014/1/16 5:00,26.943864,94880,10823,34.4804
2014/1/16 6:00,33.899953,103730,11433,34.1204
2014/1/16 7:00,41.776807,109098,12405,33.8504
2014/1/16 8:00,38.891146,108735,12887,33.6704
2014/1/16 9:00,37.010044,107310,12897,34.4804
2014/1/16 10:00,35.200354,106184,12924,35.2004
2014/1/16 11:00,31.807381,104473,12928,37.1804
2014/1/16 12:00,31.403525,102816,12846,38.7104
2014/1/16 13:00,30.507813,101513,12746,40.1504
2014/1/16 14:00,29.732504,100310,12715,40.5104
2014/1/16 15:00,29.280428,100091,12685,40.7804
2014/1/16 16:00,31.174599,102805,12725,39.9704
2014/1/16 17:00,41.303718,109539,13278,37.9004
2014/1/16 18:00,44.045871,111803,13801,34.8404
2014/1/16 19:00,38.025175,110814,13549,32.5904
2014/1/16 20:00,35.899665,109518,13361,30.8804
2014/1/16 21:00,33.990852,106127,13111,29.350399
2014/1/16 22:00,30.259072,100575,12615,28.4504
2014/1/16 23:00,28.065155,94625,11809,28.0904
2014/1/17 0:00,28.797493,93410,11766,28.0004
2014/1/17 1:00,27.68604,91028,11248,27.5504
2014/1/17 2:00,27.166058,89951,10928,27.0104
2014/1/17 3:00,27.174189,90028,10745,27.100399
2014/1/17 4:00,27.873596,91826,10741,26.920399
2014/1/17 5:00,29.493175,96780,10953,27.0104
